Identifier	Period	Measure
S064	2011-04-02	2333
S064	2011-04-09	2640
S064	2011-04-16	2555
S064	2011-04-23	2332
S064	2011-04-30	2533
S064	2011-05-07	2542
S064	2011-05-14	2494
S064	2011-05-21	2667
S064	2011-05-28	2950
S064	2011-06-04	2279
S064	2011-06-11	2383
S064	2011-06-18	3145
S064	2011-06-25	2661
S064	2011-07-02	2831
S064	2011-07-09	2965
S064	2011-07-16	2831
S064	2011-07-23	2191
S064	2011-07-30	2259
S064	2011-08-06	1901
S064	2011-08-13	1900
S064	2011-08-20	2270
S064	2011-08-27	2524
S064	2011-09-03	2847
S064	2011-09-10	2775
S064	2011-09-17	2829
S064	2011-09-24	2398
S064	2011-10-01	2667
S064	2011-10-08	2291
S065	2010-01-02	1081
S065	2010-01-09	1479
S065	2010-01-16	1785
S065	2010-01-23	2221
S065	2010-01-30	2502
S065	2010-02-06	2457
S065	2010-02-13	2392
S065	2010-02-20	2588
S065	2010-02-27	2563
S065	2010-03-06	2540
S065	2010-03-13	2745
S065	2010-03-20	1302
S065	2010-03-27	1810
S065	2010-04-03	2031
S065	2010-04-10	2148
S065	2010-04-17	2301
S065	2010-04-24	2392
S065	2010-05-01	2560
S065	2010-05-08	2349
S065	2010-05-15	2382
S065	2010-05-22	1581
S065	2010-05-29	1862
S065	2010-06-05	2450
S065	2010-06-12	2822
S065	2010-06-19	2615
S065	2010-06-26	1612
S065	2010-07-03	1097
S065	2010-07-10	1091
S065	2010-07-17	1329
S065	2010-07-24	1301
S065	2010-07-31	1252
S065	2010-08-07	1403
S065	2010-08-14	1388
S065	2010-08-21	2266
S065	2010-08-28	2439
S065	2010-09-04	2999
S065	2010-09-11	2803
S065	2010-09-18	2563
S065	2010-09-25	2765
S065	2010-10-02	2702
S065	2010-10-09	2885
S065	2010-10-16	2647
S065	2010-10-23	2911
S065	2010-10-30	2913
S065	2010-11-06	3010
S065	2010-11-13	3029
S065	2010-11-20	2740
S065	2010-11-27	1194
S065	2010-12-04	1780
S065	2010-12-11	1485
S065	2010-12-18	1024
S065	2010-12-25	974
S065	2011-01-01	1147
S065	2011-01-08	1647
S065	2011-01-15	1932
S065	2011-01-22	2537
S065	2011-01-29	2429
S065	2011-02-05	2551
S065	2011-02-12	2608
S065	2011-02-19	2205
S065	2011-02-26	2520
S065	2011-03-05	2752
S065	2011-03-12	2482
S065	2011-03-19	1310
S065	2011-03-26	1770
S065	2011-04-02	2134
S065	2011-04-09	2452
S065	2011-04-16	2501
S065	2011-04-23	2358
S065	2011-04-30	2372
S065	2011-05-07	2517
S065	2011-05-14	2296
S065	2011-05-21	1945
S065	2011-05-28	1935
S065	2011-06-04	2966
S065	2011-06-11	2930
S065	2011-06-18	2716
S065	2011-06-25	1395
S065	2011-07-02	1231
S065	2011-07-09	1025
S065	2011-07-16	1494
S065	2011-07-23	1383
S065	2011-07-30	1303
S065	2011-08-06	1367
S065	2011-08-13	1262
S065	2011-08-20	2259
S065	2011-08-27	2603
S065	2011-09-03	2931
S065	2011-09-10	3070
S065	2011-09-17	2896
S065	2011-09-24	3027
S065	2011-10-01	3026
S065	2011-10-08	3016
S067	2010-01-02	2437
S067	2010-01-09	1405
S067	2010-01-16	1223
S067	2010-01-23	1289
S067	2010-01-30	1343
S067	2010-02-06	1310
S067	2010-02-13	1321
S067	2010-02-20	1359
S067	2010-02-27	1295
S067	2010-03-06	1320
S067	2010-03-13	1402
S067	2010-03-20	1140
S067	2010-03-27	1827
S067	2010-04-03	2169
S067	2010-04-10	1847
S067	2010-04-17	1534
S067	2010-04-24	1570
S067	2010-05-01	1649
S067	2010-05-08	1672
S067	2010-05-15	2337
S067	2010-05-22	2750
S067	2010-05-29	3109
S067	2010-06-05	2835
S067	2010-06-12	3369
S067	2010-06-19	3633
S067	2010-06-26	3655
S067	2010-07-03	3758
S067	2010-07-10	3435
S067	2010-07-17	3319
S067	2010-07-24	3846
S067	2010-07-31	4030
S067	2010-08-07	4059
S067	2010-08-14	3931
S067	2010-08-21	4004
S067	2010-08-28	4140
S067	2010-09-04	2914
S067	2010-09-11	2836
S067	2010-09-18	2099
S067	2010-09-25	2119
S067	2010-10-02	2200
S067	2010-10-09	2164
S067	2010-10-16	2085
S067	2010-10-23	2171
S067	2010-10-30	2283
S067	2010-11-06	2092
S067	2010-11-13	1235
S067	2010-11-20	1432
S067	2010-11-27	1457
S067	2010-12-04	1437
S067	2010-12-11	1521
S067	2010-12-18	1365
S067	2010-12-25	1422
S067	2011-01-01	2548
S067	2011-01-08	1357
S067	2011-01-15	1360
S067	2011-01-22	1382
S067	2011-01-29	1292
S067	2011-02-05	1412
S067	2011-02-12	1329
S067	2011-02-19	1289
S067	2011-02-26	1473
S067	2011-03-05	1352
S067	2011-03-12	1514
S067	2011-03-19	1406
S067	2011-03-26	1914
S067	2011-04-02	2580
S067	2011-04-09	2188
S067	2011-04-16	2097
S067	2011-04-23	2096
S067	2011-04-30	2155
S067	2011-05-07	2153
S067	2011-05-14	2353
S067	2011-05-21	2831
S067	2011-05-28	2888
S067	2011-06-04	2943
S067	2011-06-11	2734
S067	2011-06-18	3218
S067	2011-06-25	3308
S067	2011-07-02	3287
S067	2011-07-09	3313
S067	2011-07-16	3371
S067	2011-07-23	4175
S067	2011-07-30	3758
S067	2011-08-06	3709
S067	2011-08-13	4129
S067	2011-08-20	3764
S067	2011-08-27	3580
S067	2011-09-03	2866
S067	2011-09-10	2738
S067	2011-09-17	2279
S067	2011-09-24	2169
S067	2011-10-01	2020
S067	2011-10-08	2230
S068	2010-01-02	3006
S068	2010-01-09	1711
S068	2010-01-16	1670
S068	2010-01-23	1689
S068	2010-01-30	2113
S068	2010-02-06	1863
S068	2010-02-13	1826
S068	2010-02-20	2197
S068	2010-02-27	1953
S068	2010-03-06	2216
S068	2010-03-13	2640
S068	2010-03-20	2508
S068	2010-03-27	2521
S068	2010-04-03	2206
S068	2010-04-10	2485
S068	2010-04-17	2269
S068	2010-04-24	2302
S068	2010-05-01	2406
S068	2010-05-08	2478
S068	2010-05-15	2375
S068	2010-05-22	2602
S068	2010-05-29	2793
S068	2010-06-05	2138
S068	2010-06-12	2086
S068	2010-06-19	2718
S068	2010-06-26	2623
S068	2010-07-03	2930
S068	2010-07-10	2759
S068	2010-07-17	2743
S068	2010-07-24	2126
S068	2010-07-31	1890
S068	2010-08-07	1968
S068	2010-08-14	2097
S068	2010-08-21	2359
S068	2010-08-28	2311
S068	2010-09-04	2672
S068	2010-09-11	2766
S068	2010-09-18	2809
S068	2010-09-25	2510
S068	2010-10-02	2243
S068	2010-10-09	1981
S068	2010-10-16	2204
S068	2010-10-23	2438
S068	2010-10-30	2213
S068	2010-11-06	2758
S068	2010-11-13	2498
S068	2010-11-20	2250
S068	2010-11-27	2899
S068	2010-12-04	2420
S068	2010-12-11	2356
S068	2010-12-18	2792
S068	2010-12-25	2280
S068	2011-01-01	3134
S068	2011-01-08	1614
S068	2011-01-15	1639
S068	2011-01-22	1754
S068	2011-01-29	1966
S068	2011-02-05	1896
S068	2011-02-12	1818
S068	2011-02-19	2415
S068	2011-02-26	2066
S068	2011-03-05	2334
S068	2011-03-12	2241
S068	2011-03-19	2236
S068	2011-03-26	2182
S068	2011-04-02	2363
S068	2011-04-09	2203
S068	2011-04-16	2711
S068	2011-04-23	2416
S068	2011-04-30	2282
S068	2011-05-07	2545
S068	2011-05-14	2381
S068	2011-05-21	2622
S068	2011-05-28	2794
S068	2011-06-04	2112
S068	2011-06-11	2249
S068	2011-06-18	2857
S068	2011-06-25	2498
S068	2011-07-02	2680
S068	2011-07-09	3122
S068	2011-07-16	2949
S068	2011-07-23	2183
S068	2011-07-30	2286
S068	2011-08-06	1949
S068	2011-08-13	1776
S068	2011-08-20	2260
S068	2011-08-27	2310
S068	2011-09-03	2575
S068	2011-09-10	2569
S068	2011-09-17	2582
S068	2011-09-24	2285
S068	2011-10-01	2496
S068	2011-10-08	2236
S069	2010-01-02	2221
S069	2010-01-09	1274
S069	2010-01-16	1362
S069	2010-01-23	1312
S069	2010-01-30	1288
S069	2010-02-06	1337
S069	2010-02-13	1498
S069	2010-02-20	1714
S069	2010-02-27	1766
S069	2010-03-06	1751
S069	2010-03-13	1812
S069	2010-03-20	1875
S069	2010-03-27	1788
S069	2010-04-03	1849
S069	2010-04-10	1817
S069	2010-04-17	1748
S069	2010-04-24	1766
S069	2010-05-01	1736
S069	2010-05-08	1823
S069	2010-05-15	1811
S069	2010-05-22	1927
S069	2010-05-29	2166
S069	2010-06-05	1693
S069	2010-06-12	1847
S069	2010-06-19	2257
S069	2010-06-26	2012
S069	2010-07-03	2078
S069	2010-07-10	2020
S069	2010-07-17	2152
S069	2010-07-24	1629
S069	2010-07-31	1652
S069	2010-08-07	1351
S069	2010-08-14	1574
S069	2010-08-21	1735
S069	2010-08-28	1856
S069	2010-09-04	2126
S069	2010-09-11	2014
S069	2010-09-18	2103
S069	2010-09-25	1927
S069	2010-10-02	1940
S069	2010-10-09	1648
S069	2010-10-16	1654
S069	2010-10-23	1996
S069	2010-10-30	1732
S069	2010-11-06	2116
S069	2010-11-13	1939
S069	2010-11-20	1689
S069	2010-11-27	2207
S069	2010-12-04	2006
S069	2010-12-11	1874
S069	2010-12-18	2016
S069	2010-12-25	1799
S069	2011-01-01	2384
S069	2011-01-08	1353
S069	2011-01-15	1330
S069	2011-01-22	1351
S069	2011-01-29	1474
S069	2011-02-05	1468
S069	2011-02-12	1433
S069	2011-02-19	1923
S069	2011-02-26	1789
S069	2011-03-05	1865
S069	2011-03-12	1978
S069	2011-03-19	1888
S069	2011-03-26	1847
S069	2011-04-02	1949
S069	2011-04-09	1765
S069	2011-04-16	1818
S069	2011-04-23	2006
S069	2011-04-30	1955
S069	2011-05-07	1915
S069	2011-05-14	1878
S069	2011-05-21	2117
S069	2011-05-28	2023
S069	2011-06-04	1654
S069	2011-06-11	1836
S069	2011-06-18	2295
S069	2011-06-25	2175
S069	2011-07-02	1953
S069	2011-07-09	2241
S069	2011-07-16	2211
S069	2011-07-23	1729
S069	2011-07-30	1728
S069	2011-08-06	1453
S069	2011-08-13	1441
S069	2011-08-20	1730
S069	2011-08-27	2017
S069	2011-09-03	2053
S069	2011-09-10	2290
S069	2011-09-17	2097
S069	2011-09-24	1829
S069	2011-10-01	1870
S069	2011-10-08	1735
S072	2010-01-02	2841
S072	2010-01-09	1356
S072	2010-01-16	1514
S072	2010-01-23	1570
S072	2010-01-30	1673
S072	2010-02-06	1712
S072	2010-02-13	1834
S072	2010-02-20	2122
S072	2010-02-27	2072
S072	2010-03-06	2306
S072	2010-03-13	2295
S072	2010-03-20	2240
S072	2010-03-27	2290
S072	2010-04-03	2202
S072	2010-04-10	2373
S072	2010-04-17	2260
S072	2010-04-24	2180
S072	2010-05-01	2344
S072	2010-05-08	2216
S072	2010-05-15	2272
S072	2010-05-22	2272
S072	2010-05-29	2712
S072	2010-06-05	2083
S072	2010-06-12	2201
S072	2010-06-19	2851
S072	2010-06-26	2320
S072	2010-07-03	2488
S072	2010-07-10	2716
S072	2010-07-17	2754
S072	2010-07-24	2166
S072	2010-07-31	1993
S072	2010-08-07	1821
S072	2010-08-14	1790
S072	2010-08-21	1793
S072	2010-08-28	2150
S072	2010-09-04	2312
S072	2010-09-11	2348
S072	2010-09-18	2317
S072	2010-09-25	2190
S072	2010-10-02	2214
S072	2010-10-09	1892
S072	2010-10-16	2023
S072	2010-10-23	2327
S072	2010-10-30	2112
S072	2010-11-06	2462
S072	2010-11-13	2257
S072	2010-11-20	2094
S072	2010-11-27	2576
S072	2010-12-04	2175
S072	2010-12-11	2192
S072	2010-12-18	2489
S072	2010-12-25	2178
S072	2011-01-01	2875
S072	2011-01-08	1503
S072	2011-01-15	1574
S072	2011-01-22	1458
S072	2011-01-29	1922
S072	2011-02-05	1588
S072	2011-02-12	1724
S072	2011-02-19	2048
S072	2011-02-26	2073
S072	2011-03-05	2170
S072	2011-03-12	2087
S072	2011-03-19	2076
S072	2011-03-26	2210
S072	2011-04-02	2025
S072	2011-04-09	2145
S072	2011-04-16	2257
S072	2011-04-23	2472
S072	2011-04-30	2152
S072	2011-05-07	2174
S072	2011-05-14	2458
S072	2011-05-21	2512
S072	2011-05-28	2871
S072	2011-06-04	1872
S072	2011-06-11	2201
S072	2011-06-18	2691
S072	2011-06-25	2412
S072	2011-07-02	2310
S072	2011-07-09	2608
S072	2011-07-16	2312
S072	2011-07-23	1952
S072	2011-07-30	2113
S072	2011-08-06	1806
S072	2011-08-13	1776
S072	2011-08-20	1922
S072	2011-08-27	2077
S072	2011-09-03	2512
S072	2011-09-10	2683
S072	2011-09-17	2368
S072	2011-09-24	2129
S072	2011-10-01	2205
S072	2011-10-08	1947
S073	2010-01-02	3285
S073	2010-01-09	1701
S073	2010-01-16	1829
S073	2010-01-23	1539
S073	2010-01-30	1900
S073	2010-02-06	1845
S073	2010-02-13	2049
S073	2010-02-20	2521
S073	2010-02-27	2088
S073	2010-03-06	2631
S073	2010-03-13	2487
S073	2010-03-20	2290
S073	2010-03-27	2340
S073	2010-04-03	2485
S073	2010-04-10	2518
S073	2010-04-17	2227
S073	2010-04-24	2312
S073	2010-05-01	2249
S073	2010-05-08	2258
S073	2010-05-15	2514
S073	2010-05-22	2624
S073	2010-05-29	2977
S073	2010-06-05	1982
S073	2010-06-12	2232
S073	2010-06-19	3115
S073	2010-06-26	2640
S073	2010-07-03	2769
S073	2010-07-10	2795
S073	2010-07-17	2899
S073	2010-07-24	2138
S073	2010-07-31	2199
S073	2010-08-07	2038
S073	2010-08-14	1851
S073	2010-08-21	2256
S073	2010-08-28	2487
S073	2010-09-04	2574
S073	2010-09-11	2480
S073	2010-09-18	2795
S073	2010-09-25	2232
S073	2010-10-02	2315
S073	2010-10-09	1971
S073	2010-10-16	2151
S073	2010-10-23	2283
S073	2010-10-30	2366
S073	2010-11-06	2454
S073	2010-11-13	2566
S073	2010-11-20	2314
S073	2010-11-27	2725
S073	2010-12-04	2379
S073	2010-12-11	2379
S073	2010-12-18	2554
S073	2010-12-25	2087
S073	2011-01-01	3049
S073	2011-01-08	1595
S073	2011-01-15	1518
S073	2011-01-22	1799
S073	2011-01-29	1934
S073	2011-02-05	2075
S073	2011-02-12	1932
S073	2011-02-19	2375
S073	2011-02-26	1958
S073	2011-03-05	2251
S073	2011-03-12	2276
S073	2011-03-19	2290
S073	2011-03-26	2262
S073	2011-04-02	2512
S073	2011-04-09	2434
S073	2011-04-16	2318
S073	2011-04-23	2275
S073	2011-04-30	2498
S073	2011-05-07	2465
S073	2011-05-14	2159
S073	2011-05-21	2524
S073	2011-05-28	2672
S073	2011-06-04	2053
S073	2011-06-11	2327
S073	2011-06-18	2694
S073	2011-06-25	2721
S073	2011-07-02	2532
S073	2011-07-09	2628
S073	2011-07-16	2538
S073	2011-07-23	2190
S073	2011-07-30	2007
S073	2011-08-06	1716
S073	2011-08-13	1850
S073	2011-08-20	2155
S073	2011-08-27	2255
S073	2011-09-03	2641
S073	2011-09-10	2468
S073	2011-09-17	2502
S073	2011-09-24	2392
S073	2011-10-01	2191
S073	2011-10-08	2000
S077	2010-01-02	2175
S077	2010-01-09	1107
S077	2010-01-16	1226
S077	2010-01-23	1153
S077	2010-01-30	1235
S077	2010-02-06	1252
S077	2010-02-13	1409
S077	2010-02-20	1710
S077	2010-02-27	1564
S077	2010-03-06	1656
S077	2010-03-13	1805
S077	2010-03-20	1705
S077	2010-03-27	1689
S077	2010-04-03	1766
S077	2010-04-10	1616
S077	2010-04-17	1697
S077	2010-04-24	1768
S077	2010-05-01	1823
S077	2010-05-08	1800
S077	2010-05-15	1620
S077	2010-05-22	1800
S077	2010-05-29	1997
S077	2010-06-05	1524
S077	2010-06-12	1683
S077	2010-06-19	2155
S077	2010-06-26	1907
S077	2010-07-03	1901
S077	2010-07-10	1948
S077	2010-07-17	2053
S077	2010-07-24	1502
S077	2010-07-31	1417
S077	2010-08-07	1406
S077	2010-08-14	1347
S077	2010-08-21	1719
S077	2010-08-28	1691
S077	2010-09-04	1956
S077	2010-09-11	2055
S077	2010-09-18	1978
S077	2010-09-25	1681
S077	2010-10-02	1609
S077	2010-10-09	1636
S077	2010-10-16	1518
S077	2010-10-23	1715
S077	2010-10-30	1762
S077	2010-11-06	1924
S077	2010-11-13	1866
S077	2010-11-20	1686
S077	2010-11-27	2155
S077	2010-12-04	1869
S077	2010-12-11	1820
S077	2010-12-18	1932
S077	2010-12-25	1740
S077	2011-01-01	2304
S077	2011-01-08	1200
S077	2011-01-15	1404
S077	2011-01-22	1220
S077	2011-01-29	1413
S077	2011-02-05	1451
S077	2011-02-12	1289
S077	2011-02-19	1842
S077	2011-02-26	1723
S077	2011-03-05	2037
S077	2011-03-12	1663
S077	2011-03-19	1913
S077	2011-03-26	1837
S077	2011-04-02	1977
S077	2011-04-09	1817
S077	2011-04-16	1985
S077	2011-04-23	1592
S077	2011-04-30	1752
S077	2011-05-07	1935
S077	2011-05-14	1935
S077	2011-05-21	1991
S077	2011-05-28	2193
S077	2011-06-04	1658
S077	2011-06-11	2007
S077	2011-06-18	2082
S077	2011-06-25	2041
S077	2011-07-02	2030
S077	2011-07-09	2427
S077	2011-07-16	2260
S077	2011-07-23	1689
S077	2011-07-30	1640
S077	2011-08-06	1380
S077	2011-08-13	1510
S077	2011-08-20	1641
S077	2011-08-27	1735
S077	2011-09-03	2074
S077	2011-09-10	2037
S077	2011-09-17	2084
S077	2011-09-24	1924
S077	2011-10-01	1938
S077	2011-10-08	1687
S078	2010-01-02	3207
S078	2010-01-09	1867
S078	2010-01-16	1758
S078	2010-01-23	1719
S078	2010-01-30	1965
S078	2010-02-06	1987
S078	2010-02-13	2201
S078	2010-02-20	2431
S078	2010-02-27	2387
S078	2010-03-06	2642
S078	2010-03-13	2292
S078	2010-03-20	2604
S078	2010-03-27	2721
S078	2010-04-03	2560
S078	2010-04-10	2622
S078	2010-04-17	2285
S078	2010-04-24	2541
S078	2010-05-01	2630
S078	2010-05-08	2548
S078	2010-05-15	2502
S078	2010-05-22	2606
S078	2010-05-29	3117
S078	2010-06-05	2422
S078	2010-06-12	2562
S078	2010-06-19	3326
S078	2010-06-26	2749
S078	2010-07-03	2842
S078	2010-07-10	2882
S078	2010-07-17	3130
S078	2010-07-24	2377
S078	2010-07-31	2333
S078	2010-08-07	1988
S078	2010-08-14	2072
S078	2010-08-21	2310
S078	2010-08-28	2527
S078	2010-09-04	2907
S078	2010-09-11	2845
S078	2010-09-18	2764
S078	2010-09-25	2782
S078	2010-10-02	2621
S078	2010-10-09	2472
S078	2010-10-16	2318
S078	2010-10-23	2582
S078	2010-10-30	2469
S078	2010-11-06	3034
S078	2010-11-13	2771
S078	2010-11-20	2565
S078	2010-11-27	3542
S078	2010-12-04	2538
S078	2010-12-11	2628
S078	2010-12-18	3096
S078	2010-12-25	2652
S078	2011-01-01	3412
S078	2011-01-08	2118
S078	2011-01-15	2039
S078	2011-01-22	2044
S078	2011-01-29	2473
S078	2011-02-05	2280
S078	2011-02-12	2294
S078	2011-02-19	2535
S078	2011-02-26	2356
S078	2011-03-05	2772
S078	2011-03-12	2575
S078	2011-03-19	2640
S078	2011-03-26	2553
S078	2011-04-02	2817
S078	2011-04-09	2892
S078	2011-04-16	2458
S078	2011-04-23	2864
S078	2011-04-30	3017
S078	2011-05-07	2848
S078	2011-05-14	2818
S078	2011-05-21	2891
S078	2011-05-28	3237
S078	2011-06-04	2445
S078	2011-06-11	2783
S078	2011-06-18	3374
S078	2011-06-25	3012
S078	2011-07-02	3193
S078	2011-07-09	3289
S078	2011-07-16	3414
S078	2011-07-23	2554
S078	2011-07-30	2346
S078	2011-08-06	2320
S078	2011-08-13	2310
S078	2011-08-20	2405
S078	2011-08-27	2876
S078	2011-09-03	3331
S078	2011-09-10	3302
S078	2011-09-17	3309
S078	2011-09-24	2879
S078	2011-10-01	2906
S078	2011-10-08	2854
S081	2010-01-02	3137
S081	2010-01-09	1799
S081	2010-01-16	1688
S081	2010-01-23	1758
S081	2010-01-30	1942
S081	2010-02-06	2054
S081	2010-02-13	2066
S081	2010-02-20	2373
S081	2010-02-27	2074
S081	2010-03-06	2287
S081	2010-03-13	2327
S081	2010-03-20	2214
S081	2010-03-27	2581
S081	2010-04-03	2359
S081	2010-04-10	2267
S081	2010-04-17	2213
S081	2010-04-24	2463
S081	2010-05-01	2265
S081	2010-05-08	2426
S081	2010-05-15	2279
S081	2010-05-22	2558
S081	2010-05-29	2906
S081	2010-06-05	2349
S081	2010-06-12	2389
S081	2010-06-19	2919
S081	2010-06-26	2566
S081	2010-07-03	2291
S081	2010-07-10	2969
S081	2010-07-17	2997
S081	2010-07-24	2246
S081	2010-07-31	2068
S081	2010-08-07	1801
S081	2010-08-14	1942
S081	2010-08-21	1932
S081	2010-08-28	2154
S081	2010-09-04	2525
S081	2010-09-11	2613
S081	2010-09-18	2382
S081	2010-09-25	2308
S081	2010-10-02	2252
S081	2010-10-09	2122
S081	2010-10-16	1933
S081	2010-10-23	2508
S081	2010-10-30	2316
S081	2010-11-06	2699
S081	2010-11-13	2351
S081	2010-11-20	2091
S081	2010-11-27	2763
S081	2010-12-04	2520
S081	2010-12-11	2441
S081	2010-12-18	2603
S081	2010-12-25	2428
S081	2011-01-01	2664
S081	2011-01-08	1636
S081	2011-01-15	1796
S081	2011-01-22	1585
S081	2011-01-29	1933
S081	2011-02-05	1802
S081	2011-02-12	1951
S081	2011-02-19	2293
S081	2011-02-26	2092
S081	2011-03-05	2257
S081	2011-03-12	2392
S081	2011-03-19	2461
S081	2011-03-26	2433
S081	2011-04-02	2089
S081	2011-04-09	2309
S081	2011-04-16	2144
S081	2011-04-23	2371
S081	2011-04-30	2374
S081	2011-05-07	2382
S081	2011-05-14	2313
S081	2011-05-21	2666
S081	2011-05-28	2324
S081	2011-06-04	2043
S081	2011-06-11	2267
S081	2011-06-18	2884
S081	2011-06-25	2581
S081	2011-07-02	2706
S081	2011-07-09	2622
S081	2011-07-16	2598
S081	2011-07-23	2021
S081	2011-07-30	2139
S081	2011-08-06	1933
S081	2011-08-13	1896
S081	2011-08-20	2055
S081	2011-08-27	2215
S081	2011-09-03	2671
S081	2011-09-10	2544
S081	2011-09-17	2559
S081	2011-09-24	2303
S081	2011-10-01	2249
S081	2011-10-08	2066
S082	2010-01-02	3063
S082	2010-01-09	1505
S082	2010-01-16	1604
S082	2010-01-23	1494
S082	2010-01-30	1777
S082	2010-02-06	1902
S082	2010-02-13	1850
S082	2010-02-20	2322
S082	2010-02-27	2112
S082	2010-03-06	2097
S082	2010-03-13	2262
S082	2010-03-20	2334
S082	2010-03-27	2463
S082	2010-04-03	2086
S082	2010-04-10	2365
S082	2010-04-17	2024
S082	2010-04-24	2116
S082	2010-05-01	2512
S082	2010-05-08	2373
S082	2010-05-15	2214
S082	2010-05-22	2396
S082	2010-05-29	2802
S082	2010-06-05	2082
S082	2010-06-12	2346
S082	2010-06-19	2910
S082	2010-06-26	2612
S082	2010-07-03	2340
S082	2010-07-10	2740
S082	2010-07-17	2696
S082	2010-07-24	1967
S082	2010-07-31	2139
S082	2010-08-07	1745
S082	2010-08-14	1789
S082	2010-08-21	1920
S082	2010-08-28	2352
S082	2010-09-04	2449
S082	2010-09-11	2316
S082	2010-09-18	2681
S082	2010-09-25	2335
S082	2010-10-02	2259
S082	2010-10-09	2025
S082	2010-10-16	2038
S082	2010-10-23	2147
S082	2010-10-30	2274
S082	2010-11-06	2349
S082	2010-11-13	2214
S082	2010-11-20	2360
S082	2010-11-27	2619
S082	2010-12-04	2192
S082	2010-12-11	2412
S082	2010-12-18	2308
S082	2010-12-25	2218
S082	2011-01-01	2925
S082	2011-01-08	1653
S082	2011-01-15	1501
S082	2011-01-22	1635
S082	2011-01-29	1744
S082	2011-02-05	1791
S082	2011-02-12	1739
S082	2011-02-19	2269
S082	2011-02-26	2130
S082	2011-03-05	2115
S082	2011-03-12	2318
S082	2011-03-19	2449
S082	2011-03-26	2329
S082	2011-04-02	2081
S082	2011-04-09	2212
S082	2011-04-16	2281
S082	2011-04-23	1942
S082	2011-04-30	2213
S082	2011-05-07	2367
S082	2011-05-14	2263
S082	2011-05-21	2406
S082	2011-05-28	2755
S082	2011-06-04	2065
S082	2011-06-11	2159
S082	2011-06-18	2525
S082	2011-06-25	2568
S082	2011-07-02	2701
S082	2011-07-09	2636
S082	2011-07-16	2433
S082	2011-07-23	2136
S082	2011-07-30	2034
S082	2011-08-06	1823
S082	2011-08-13	1751
S082	2011-08-20	2018
S082	2011-08-27	2443
S082	2011-09-03	2721
S082	2011-09-10	2621
S082	2011-09-17	2930
S082	2011-09-24	2542
S082	2011-10-01	2311
S082	2011-10-08	1974
S083	2010-01-02	3084
S083	2010-01-09	1496
S083	2010-01-16	1678
S083	2010-01-23	1576
S083	2010-01-30	1823
S083	2010-02-06	1890
S083	2010-02-13	1775
S083	2010-02-20	2278
S083	2010-02-27	2035
S083	2010-03-06	2025
S083	2010-03-13	2212
S083	2010-03-20	2426
S083	2010-03-27	2335
S083	2010-04-03	2219
S083	2010-04-10	2471
S083	2010-04-17	2230
S083	2010-04-24	2199
S083	2010-05-01	2067
S083	2010-05-08	2575
S083	2010-05-15	2126
S083	2010-05-22	2256
S083	2010-05-29	2834
S083	2010-06-05	1994
S083	2010-06-12	2285
S083	2010-06-19	2702
S083	2010-06-26	2454
S083	2010-07-03	2514
S083	2010-07-10	2616
S083	2010-07-17	2514
S083	2010-07-24	1984
S083	2010-07-31	2059
S083	2010-08-07	1758
S083	2010-08-14	1488
S083	2010-08-21	1959
S083	2010-08-28	2130
S083	2010-09-04	2474
S083	2010-09-11	2485
S083	2010-09-18	2501
S083	2010-09-25	2254
S083	2010-10-02	2022
S083	2010-10-09	2176
S083	2010-10-16	2081
S083	2010-10-23	2251
S083	2010-10-30	1976
S083	2010-11-06	2295
S083	2010-11-13	2144
S083	2010-11-20	2046
S083	2010-11-27	2437
S083	2010-12-04	2088
S083	2010-12-11	2190
S083	2010-12-18	2489
S083	2010-12-25	2194
S083	2011-01-01	3039
S083	2011-01-08	1519
S083	2011-01-15	1467
S083	2011-01-22	1548
S083	2011-01-29	1809
S083	2011-02-05	1536
S083	2011-02-12	1634
S083	2011-02-19	2075
S083	2011-02-26	2032
S083	2011-03-05	2146
S083	2011-03-12	2064
S083	2011-03-19	2123
S083	2011-03-26	2288
S083	2011-04-02	1924
S083	2011-04-09	2207
S083	2011-04-16	2068
S083	2011-04-23	2155
S083	2011-04-30	2194
S083	2011-05-07	2446
S083	2011-05-14	2073
S083	2011-05-21	2191
S083	2011-05-28	2360
S083	2011-06-04	1975
S083	2011-06-11	1982
S083	2011-06-18	2535
S083	2011-06-25	2285
S083	2011-07-02	2437
S083	2011-07-09	2880
S083	2011-07-16	2333
S083	2011-07-23	1723
S083	2011-07-30	1886
S083	2011-08-06	1731
S083	2011-08-13	1758
S083	2011-08-20	1838
S083	2011-08-27	2122
S083	2011-09-03	2398
S083	2011-09-10	2174
S083	2011-09-17	2209
S083	2011-09-24	2072
S083	2011-10-01	2086
S083	2011-10-08	2069
S084	2010-01-02	1176
S084	2010-01-09	1731
S084	2010-01-16	2160
S084	2010-01-23	2540
S084	2010-01-30	2843
S084	2010-02-06	2918
S084	2010-02-13	2883
S084	2010-02-20	2750
S084	2010-02-27	2568
S084	2010-03-06	2955
S084	2010-03-13	3146
S084	2010-03-20	1654
S084	2010-03-27	1778
S084	2010-04-03	2355
S084	2010-04-10	2843
S084	2010-04-17	2734
S084	2010-04-24	2688
S084	2010-05-01	2813
S084	2010-05-08	2845
S084	2010-05-15	2786
S084	2010-05-22	1868
S084	2010-05-29	2158
S084	2010-06-05	3248
S084	2010-06-12	3810
S084	2010-06-19	3248
